amfi_code,cagr_pct,volatility_ann_pct,max_drawdown_pct,var_95_daily_pct,beta,sharpe_ratio,benchmark_used
100016,2.880836107497964,14.548134802183876,-24.734440880673304,1.4363639988111143,-0.0582684314388089,0.24527560300482532,NIFTY100
100025,4.545637646995426,3.9052455281001603,-4.308263824636327,0.3793246199522682,0.0011582183155281465,1.097333206167821,NIFTY100
100033,30.542236377825116,18.936710835214164,-16.217208574644836,1.9033535861558826,0.0051035258305283104,1.4369473708470777,NIFTY100
101206,23.52224445905451,14.568212847454326,-11.291596329323095,1.328166198628149,0.021086316250128034,1.4733902246617054,NIFTY100
101207,8.212421407702152,25.79732221707774,-35.44691649336605,2.6021248221061066,-0.06528924788351524,0.4146249051492598,NIFTY100
101208,6.516623775248709,0.5064371352310743,-0.16224980244715637,0.02686575130400159,0.0002667096833823843,12.019194437293745,NIFTY100
102885,17.947628890539292,12.836628397860562,-10.859862152502298,1.261262882069356,-0.019486785689474526,1.323462830825912,NIFTY100
102886,0.9139335082618771,18.134576297311302,-28.00112356639297,1.922028344426503,-0.04212502902189432,0.15259970553438965,NIFTY100
102887,17.132193088880943,15.758366917912994,-21.285398874796858,1.5231617279157872,0.016682689437770827,1.0319968802187685,NIFTY100
118632,24.086306195259823,14.148352294996656,-17.414075086657277,1.3954045870018117,-0.008353832126962021,1.5410766340763604,NIFTY100
118633,16.67687441630381,13.997213649186154,-18.629743138595558,1.3442525143024242,-0.036639006718609334,1.1095855754647814,NIFTY100
118634,16.481890716922987,25.24152094634046,-23.344886144833175,2.543811145896311,0.1034966369133759,0.7059462251426322,NIFTY100
118635,16.225768849698884,12.983158874316306,-11.511457598975472,1.2553697284754661,-0.001433521389780133,1.1655055743635738,NIFTY100
118636,5.2455061535798375,3.9855381553882614,-8.31636176363858,0.38041460689443474,0.0012566742731558458,1.274266935218793,NIFTY100
119092,6.531433901087214,13.950661341123835,-14.40161790933725,1.3749592076363815,0.009730745001153637,0.49671258305709676,NIFTY100
119093,7.9072430211071465,13.983295593638855,-21.751396370148147,1.4225516634796054,0.02588321244009315,0.5944548466765557,NIFTY100
119094,28.3394029726723,19.407117423334718,-20.960883862039204,1.8480276243938307,-0.06626542862803757,1.3331596554656326,NIFTY100
119095,1.0942892784174596,25.066580232600437,-51.67775370852661,2.618842440959035,-0.066951174639292,0.18333583360577993,NIFTY100
119120,5.8294572923307975,3.9670623690338704,-4.328728923970038,0.3938283121850805,-0.006413850728276476,1.411916624674391,NIFTY100
119551,25.842778201735307,13.741434141879644,-15.012385498645376,1.284622862884257,-0.03175144113890972,1.6812885192947522,NIFTY100
119552,22.0507602674449,13.9393676127175,-11.80349350276433,1.3500970479935082,-0.02615930751351341,1.4195847253808078,NIFTY100
119598,32.894605773800414,25.140578624384673,-28.706005721764626,2.45070519056771,-0.02319606204405969,1.2038544149893056,NIFTY100
119599,2.495247580476656,24.950125122855862,-52.57422117012853,2.685943514961382,0.06200180438267167,0.20333310976407157,NIFTY100
120503,18.6840366921996,13.88443751311979,-13.89786282306159,1.355001716250348,-0.0402689523698206,1.2661229002514063,NIFTY100
120504,23.635060111104124,14.363780566736658,-12.588275606922462,1.3728193295939772,0.016232169761417007,1.4790513872428286,NIFTY100
120505,33.45958827818125,19.290949406318195,-18.18851357211634,1.889178619869274,0.000549004250631712,1.5170467705867345,NIFTY100
120506,17.082557980818237,15.230516379673068,-19.825658262982692,1.4388462899080912,0.04189646272811977,1.0756535373232483,NIFTY100
120507,7.230489801750184,0.49391262595120156,-0.09773140045926665,0.022157351389344715,-0.00044409263297072346,13.655945785490815,NIFTY100
120841,13.449705574319303,13.463795800784448,-17.573614164687392,1.3141782186804063,0.0363563990221998,0.97704872492299,NIFTY100
120842,6.289725964436688,17.894715006571875,-24.003511326274683,1.8218530452556079,0.018056874208118162,0.4392355853921049,NIFTY100
120843,30.39461719279344,15.88698652360926,-12.973968165186811,1.4507941385630474,-0.02282956979242654,1.7158838646601755,NIFTY100
120844,6.913820264452619,0.5133170487371137,-0.11629327956168556,0.028479272823556105,-0.00040074423947840013,12.573992069234302,NIFTY100
125497,19.00360765866662,14.668866752399518,-15.200013055606387,1.459176907114046,0.04882040425957739,1.2189055981104997,NIFTY100
125498,11.43646562835492,18.352430087335776,-21.11727956013216,1.8365320169601018,0.009054412621739154,0.6547884507482988,NIFTY100
148567,30.42732211074228,14.19370675462035,-11.26572907502823,1.355977641751056,0.023683558075848623,1.906240606112941,NIFTY100
148568,22.094488847980422,15.429144469823298,-15.27259422823477,1.4711531333512795,-0.026387719943843004,1.347567996010695,NIFTY100
148569,31.722135539074657,17.674006691346694,-16.396742946932697,1.7118192655621134,0.018133884083859245,1.602701754817662,NIFTY100
149322,13.624916999277836,14.353859818510504,-14.111986534883092,1.447385198379274,-0.0040502711300065344,0.9168773182303244,NIFTY100
149323,29.58780141394928,17.74615939755084,-17.248105753451416,1.7882076201903474,-0.0025230046646992467,1.4983982875267543,NIFTY100
149324,32.628441876659366,24.840205005242098,-31.17190030063417,2.3483069386777156,0.011455159960520708,1.2114683832668276,NIFTY100
